uniprot_id	molecule_chembl_id	molecule_pref_name	mechanism_of_action	action_type	evidence
P23219	CHEMBL15870	INDOPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL1297	FENOPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, DailyMed
P23219	CHEMBL2105683	NAPROXEN ETEMESIL	Cyclooxygenase inhibitor	INHIBITOR	PubMed
P23219	CHEMBL527	PIROXICAM	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P23219	CHEMBL139	DICLOFENAC	Cyclooxygenase inhibitor	INHIBITOR	FDA, PubMed, PubMed, PubMed
P23219	CHEMBL521	IBUPROFEN	Cyclooxygenase inhibitor	INHIBITOR	FDA, Wikipedia
P23219	CHEMBL1228	OXYPHENBUTAZONE	Cyclooxygenase inhibitor	INHIBITOR	KEGG, PubMed, PubMed
P23219	CHEMBL2108222	ALOXIPRIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL341812	IBUFENAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P23219	CHEMBL898	DIFLUNISAL	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL1071	OXAPROZIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, DailyMed
P23219	CHEMBL15770	SULINDAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed
P23219	CHEMBL12610	BENZYDAMINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL188952	PIRPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P23219	CHEMBL15677	FENCLOFENAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P23219	CHEMBL956	SUPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed
P23219	CHEMBL101	PHENYLBUTAZONE	Cyclooxygenase inhibitor	INHIBITOR	Expert
P23219	CHEMBL461522	DIPYRONE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL25	ASPIRIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, Wikipedia
P23219	CHEMBL75435	DEXKETOPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL175	DEXIBUPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P23219	CHEMBL53292	ISOXICAM	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P23219	CHEMBL686	MEFENAMIC ACID	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P23219	CHEMBL571	KETOPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, Wikipedia, Wikipedia
P23219	CHEMBL189171	ACEMETACIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL6	INDOMETHACIN	Cyclooxygenase inhibitor	INHIBITOR	FDA, ISBN
P23219	CHEMBL1565476	APAZONE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P23219	CHEMBL13376	CLOMETACIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL469	KETOROLAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL154	NAPROXEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL509	MECLOFENAMIC ACID	Cyclooxygenase inhibitor	INHIBITOR	PubMed, DailyMed
P23219	CHEMBL1201346	BALSALAZIDE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P23219	CHEMBL521	IBUPROFEN	Cyclooxygenase inhibitor	INHIBITOR	ISBN, Wikipedia
P23219	CHEMBL425	OLSALAZINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, DailyMed
P23219	CHEMBL704	MESALAMINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P23219	CHEMBL1021	NEPAFENAC	Cyclooxygenase inhibitor	INHIBITOR	DailyMed
P23219	CHEMBL421	SULFASALAZINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL1077	BROMFENAC	Cyclooxygenase inhibitor	INHIBITOR	DailyMed
P23219	CHEMBL2103831	NAPROXCINOD	Cyclooxygenase inhibitor	INHIBITOR	PubMed
P23219	CHEMBL112	ACETAMINOPHEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, Wikipedia
P23219	CHEMBL1120	BISMUTH SUBSALICYLATE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
Q02880	CHEMBL44657	ETOPOSIDE	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, DailyMed
Q02880	CHEMBL43	AMSACRINE	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed
Q02880	CHEMBL2110580	BERUBICIN	DNA topoisomerase II inhibitor	INHIBITOR	Other
Q02880	CHEMBL452231	TENIPOSIDE	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, FDA
Q02880	CHEMBL68117	VOSAROXIN	DNA topoisomerase II inhibitor	INHIBITOR	PubMed
Q02880	CHEMBL2107313	BECATECARIN	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, PubMed
Q02880	CHEMBL338604	C-1311	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P11388	CHEMBL44657	ETOPOSIDE	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, DailyMed
P11388	CHEMBL43	AMSACRINE	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed
P11388	CHEMBL2110580	BERUBICIN	DNA topoisomerase II inhibitor	INHIBITOR	Other
P11388	CHEMBL452231	TENIPOSIDE	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, FDA
P11388	CHEMBL68117	VOSAROXIN	DNA topoisomerase II inhibitor	INHIBITOR	PubMed
P11388	CHEMBL2107313	BECATECARIN	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, PubMed
P11388	CHEMBL338604	C-1311	DNA topoisomerase II inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P29274	CHEMBL628	PENTOXIFYLLINE	Adenosine A2 receptor antagonist	ANTAGONIST	FDA, PubMed, Wikipedia
P29275	CHEMBL628	PENTOXIFYLLINE	Adenosine A2 receptor antagonist	ANTAGONIST	FDA, PubMed, Wikipedia
P49286	CHEMBL2103822	TASIMELTEON	Melatonin receptor agonist	AGONIST	FDA
P49286	CHEMBL1218	RAMELTEON	Melatonin receptor agonist	AGONIST	FDA
P49286	CHEMBL10878	AGOMELATINE	Melatonin receptor agonist	AGONIST	DOI, PubMed, PubMed
P48039	CHEMBL2103822	TASIMELTEON	Melatonin receptor agonist	AGONIST	FDA
P48039	CHEMBL1218	RAMELTEON	Melatonin receptor agonist	AGONIST	FDA
P48039	CHEMBL10878	AGOMELATINE	Melatonin receptor agonist	AGONIST	DOI, PubMed, PubMed
Q15842	CHEMBL2104449	SARAKALIM	Sulfonylurea receptors; K-ATP channels opener	OPENER	PubMed
Q15842	CHEMBL2105160	NAMINIDIL	Sulfonylurea receptors; K-ATP channels opener	OPENER	Other
Q09428	CHEMBL2104449	SARAKALIM	Sulfonylurea receptors; K-ATP channels opener	OPENER	PubMed
Q09428	CHEMBL2105160	NAMINIDIL	Sulfonylurea receptors; K-ATP channels opener	OPENER	Other
Q14654	CHEMBL2104449	SARAKALIM	Sulfonylurea receptors; K-ATP channels opener	OPENER	PubMed
Q14654	CHEMBL2105160	NAMINIDIL	Sulfonylurea receptors; K-ATP channels opener	OPENER	Other
O60706	CHEMBL2104449	SARAKALIM	Sulfonylurea receptors; K-ATP channels opener	OPENER	PubMed
O60706	CHEMBL2105160	NAMINIDIL	Sulfonylurea receptors; K-ATP channels opener	OPENER	Other
P18089	CHEMBL420	GUANABENZ	Adrenergic receptor alpha-2 agonist	AGONIST	FDA
P18089	CHEMBL459	METHYLDOPA	Adrenergic receptor alpha-2 agonist	AGONIST	FDA, PubMed
P18089	CHEMBL134	CLONIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed, Wikipedia
P18089	CHEMBL677	LEVONORDEFRIN	Adrenergic receptor alpha-2 agonist	AGONIST	ISBN, Wikipedia
P18089	CHEMBL2104262	FADOLMIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	PubMed
P18089	CHEMBL27810	CELIPROLOL	Adrenergic receptor alpha-2 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed
P18089	CHEMBL1201233	METHYLDOPATE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed, Wikipedia
P18089	CHEMBL778	DEXMEDETOMIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P18089	CHEMBL1366933	ESMIRTAZAPINE	Adrenergic receptor alpha-2 antagonist	ANTAGONIST	PubMed, PubMed
P18089	CHEMBL844	BRIMONIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P18089	CHEMBL17860	LOFEXIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	FDA
P18089	CHEMBL862	GUANFACINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P18089	CHEMBL1079	TIZANIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P18089	CHEMBL654	MIRTAZAPINE	Adrenergic receptor alpha-2 antagonist	ANTAGONIST	DailyMed
P18089	CHEMBL647	APRACLONIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P08913	CHEMBL420	GUANABENZ	Adrenergic receptor alpha-2 agonist	AGONIST	FDA
P08913	CHEMBL459	METHYLDOPA	Adrenergic receptor alpha-2 agonist	AGONIST	FDA, PubMed
P08913	CHEMBL134	CLONIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed, Wikipedia
P08913	CHEMBL677	LEVONORDEFRIN	Adrenergic receptor alpha-2 agonist	AGONIST	ISBN, Wikipedia
P08913	CHEMBL2104262	FADOLMIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	PubMed
P08913	CHEMBL27810	CELIPROLOL	Adrenergic receptor alpha-2 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed
P08913	CHEMBL1201233	METHYLDOPATE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed, Wikipedia
P08913	CHEMBL778	DEXMEDETOMIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P08913	CHEMBL1366933	ESMIRTAZAPINE	Adrenergic receptor alpha-2 antagonist	ANTAGONIST	PubMed, PubMed
P08913	CHEMBL844	BRIMONIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P08913	CHEMBL17860	LOFEXIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	FDA
P08913	CHEMBL862	GUANFACINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P08913	CHEMBL1079	TIZANIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P08913	CHEMBL654	MIRTAZAPINE	Adrenergic receptor alpha-2 antagonist	ANTAGONIST	DailyMed
P08913	CHEMBL647	APRACLONIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P18825	CHEMBL420	GUANABENZ	Adrenergic receptor alpha-2 agonist	AGONIST	FDA
P18825	CHEMBL459	METHYLDOPA	Adrenergic receptor alpha-2 agonist	AGONIST	FDA, PubMed
P18825	CHEMBL134	CLONIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed, Wikipedia
P18825	CHEMBL677	LEVONORDEFRIN	Adrenergic receptor alpha-2 agonist	AGONIST	ISBN, Wikipedia
P18825	CHEMBL2104262	FADOLMIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	PubMed
P18825	CHEMBL27810	CELIPROLOL	Adrenergic receptor alpha-2 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed
P18825	CHEMBL1201233	METHYLDOPATE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed, Wikipedia
P18825	CHEMBL778	DEXMEDETOMIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P18825	CHEMBL1366933	ESMIRTAZAPINE	Adrenergic receptor alpha-2 antagonist	ANTAGONIST	PubMed, PubMed
P18825	CHEMBL844	BRIMONIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P18825	CHEMBL17860	LOFEXIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	FDA
P18825	CHEMBL862	GUANFACINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P18825	CHEMBL1079	TIZANIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P18825	CHEMBL654	MIRTAZAPINE	Adrenergic receptor alpha-2 antagonist	ANTAGONIST	DailyMed
P18825	CHEMBL647	APRACLONIDINE	Adrenergic receptor alpha-2 agonist	AGONIST	DailyMed
P07900	CHEMBL2103879	GANETESPIB	Heat shock protein HSP90 inhibitor	INHIBITOR	PubMed, PubMed
P07900	CHEMBL1184904	RETASPIMYCIN	Heat shock protein HSP90 inhibitor	INHIBITOR	PubMed, PubMed
P07900	CHEMBL109480	TANESPIMYCIN	Heat shock protein HSP90 inhibitor	INHIBITOR	PubMed
P08238	CHEMBL2103879	GANETESPIB	Heat shock protein HSP90 inhibitor	INHIBITOR	PubMed, PubMed
P08238	CHEMBL1184904	RETASPIMYCIN	Heat shock protein HSP90 inhibitor	INHIBITOR	PubMed, PubMed
P08238	CHEMBL109480	TANESPIMYCIN	Heat shock protein HSP90 inhibitor	INHIBITOR	PubMed
P69905	CHEMBL18901	EFAPROXIRAL	Hemoglobin HbA negative modulator	NEGATIVE MODULATOR	PubMed, PubMed
P69905	CHEMBL4101807	VOXELOTOR	Hemoglobin HbA positive modulator	POSITIVE MODULATOR	PubMed, FDA
P68871	CHEMBL18901	EFAPROXIRAL	Hemoglobin HbA negative modulator	NEGATIVE MODULATOR	PubMed, PubMed
P68871	CHEMBL4101807	VOXELOTOR	Hemoglobin HbA positive modulator	POSITIVE MODULATOR	PubMed, FDA
P14416	CHEMBL2103832	PARDOPRUNOX	Dopamine receptors; D2 & D3 partial agonist	PARTIAL AGONIST	PubMed
P14416	CHEMBL243712	AMISULPRIDE	Dopamine receptors; D2 & D3 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P35462	CHEMBL2103832	PARDOPRUNOX	Dopamine receptors; D2 & D3 partial agonist	PARTIAL AGONIST	PubMed
P35462	CHEMBL243712	AMISULPRIDE	Dopamine receptors; D2 & D3 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P51164	CHEMBL1201863	DEXLANSOPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P51164	CHEMBL1201320	ESOMEPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	DailyMed
P51164	CHEMBL1503	OMEPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	FDA, PubMed, PubMed, PubMed
P51164	CHEMBL1502	PANTOPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P51164	CHEMBL1219	RABEPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P51164	CHEMBL480	LANSOPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P20648	CHEMBL1201863	DEXLANSOPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P20648	CHEMBL1201320	ESOMEPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	DailyMed
P20648	CHEMBL1503	OMEPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	FDA, PubMed, PubMed, PubMed
P20648	CHEMBL1502	PANTOPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P20648	CHEMBL1219	RABEPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P20648	CHEMBL480	LANSOPRAZOLE	Potassium-transporting ATPase inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
Q9ULX7	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
P22748	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
Q9Y2D0	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
P35218	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
P23280	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
Q8N1Q1	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
Q16790	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
P00918	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
P43166	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
P07451	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
O43570	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
P00915	CHEMBL18	ETHOXZOLAMIDE	Carbonic anhydrase inhibitor	INHIBITOR	PubMed
P41145	CHEMBL19019	NALTREXONE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	DailyMed
P41145	CHEMBL1457	HYDROCODONE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, FDA
P41145	CHEMBL963	OXYMORPHONE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, DailyMed
P41145	CHEMBL485	CODEINE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, PubMed, Wikipedia, Wikipedia
P41145	CHEMBL2364605	CEBRANOPADOL	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, Wikipedia, PubMed
P41145	CHEMBL982	NALMEFENE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	FDA
P41145	CHEMBL80	NALOXONE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	PubMed, FDA
P41145	CHEMBL3833389	DEXTROMORAMIDE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, PubMed
P41145	CHEMBL2103878	ODELEPRAN	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	PubMed
P41145	CHEMBL895	NALBUPHINE	Opioid receptors; mu/kappa/delta agonist	AGONIST	DailyMed
P41143	CHEMBL19019	NALTREXONE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	DailyMed
P41143	CHEMBL1457	HYDROCODONE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, FDA
P41143	CHEMBL963	OXYMORPHONE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, DailyMed
P41143	CHEMBL485	CODEINE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, PubMed, Wikipedia, Wikipedia
P41143	CHEMBL2364605	CEBRANOPADOL	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, Wikipedia, PubMed
P41143	CHEMBL982	NALMEFENE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	FDA
P41143	CHEMBL80	NALOXONE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	PubMed, FDA
P41143	CHEMBL3833389	DEXTROMORAMIDE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, PubMed
P41143	CHEMBL2103878	ODELEPRAN	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	PubMed
P41143	CHEMBL895	NALBUPHINE	Opioid receptors; mu/kappa/delta agonist	AGONIST	DailyMed
P35372	CHEMBL19019	NALTREXONE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	DailyMed
P35372	CHEMBL1457	HYDROCODONE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, FDA
P35372	CHEMBL963	OXYMORPHONE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, DailyMed
P35372	CHEMBL485	CODEINE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, PubMed, Wikipedia, Wikipedia
P35372	CHEMBL2364605	CEBRANOPADOL	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, Wikipedia, PubMed
P35372	CHEMBL982	NALMEFENE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	FDA
P35372	CHEMBL80	NALOXONE	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	PubMed, FDA
P35372	CHEMBL3833389	DEXTROMORAMIDE	Opioid receptors; mu/kappa/delta agonist	AGONIST	PubMed, PubMed
P35372	CHEMBL2103878	ODELEPRAN	Opioid receptors; mu/kappa/delta antagonist	ANTAGONIST	PubMed
P35372	CHEMBL895	NALBUPHINE	Opioid receptors; mu/kappa/delta agonist	AGONIST	DailyMed
Q9H4B7	CHEMBL2103826	DAVUNETIDE	Tubulin stabiliser	STABILISER	PubMed, PubMed
Q9H4B7	CHEMBL92	DOCETAXEL	Tubulin inhibitor	INHIBITOR	Wikipedia, FDA
Q9H4B7	CHEMBL553025	VINORELBINE	Tubulin inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
Q9H4B7	CHEMBL2103852	CROLIBULIN	Tubulin inhibitor	INHIBITOR	PubMed
Q9H4B7	CHEMBL1201748	CABAZITAXEL	Tubulin inhibitor	INHIBITOR	DailyMed, Wikipedia
Q9H4B7	CHEMBL428647	PACLITAXEL	Tubulin inhibitor	INHIBITOR	DailyMed, Wikipedia
Q9H4B7	CHEMBL2110725	VINFLUNINE	Tubulin inhibitor	INHIBITOR	PubMed
Q9H4B7	CHEMBL159	VINBLASTINE	Tubulin inhibitor	INHIBITOR	DailyMed, Wikipedia
Q9H4B7	CHEMBL552212	LEXIBULIN	Tubulin inhibitor	INHIBITOR	PubMed
Q9H4B7	CHEMBL2304041	SAGOPILONE	Tubulin stabiliser	STABILISER	PubMed
Q9H4B7	CHEMBL1742994	BRENTUXIMAB VEDOTIN	Tubulin inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
Q9H4B7	CHEMBL90555	VINCRISTINE	Tubulin inhibitor	INHIBITOR	PubMed, DailyMed
Q9H4B7	CHEMBL3545132	MIRVETUXIMAB SORAVTANSINE	Tubulin inhibitor	INHIBITOR	PubMed
Q9H4B7	CHEMBL1683590	ERIBULIN	Tubulin inhibitor	INHIBITOR	PubMed, DailyMed
Q9H4B7	CHEMBL49642	INDIBULIN	Tubulin inhibitor	INHIBITOR	PubMed
Q9H4B7	CHEMBL107	COLCHICINE	Tubulin inhibitor	INHIBITOR	PubMed, DailyMed
Q9H4B7	CHEMBL3301582	POLATUZUMAB VEDOTIN	Tubulin inhibitor	INHIBITOR	FDA
Q9H4B7	CHEMBL1096380	PLINABULIN	Tubulin inhibitor	INHIBITOR	PubMed
Q9H4B7	CHEMBL1206232	FOSBRETABULIN	Tubulin inhibitor	INHIBITOR	PubMed, PubMed
Q9H4B7	CHEMBL492399	VERUBULIN	Tubulin disrupting agent	DISRUPTING AGENT	PubMed
Q9H4B7	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Tubulin inhibitor	INHIBITOR	PubMed, PubMed, PubMed, DailyMed, DailyMed
Q9H4B7	CHEMBL2108628	PACLITAXEL POLIGLUMEX	Tubulin stabiliser	STABILISER	PubMed
Q9H4B7	CHEMBL1201752	IXABEPILONE	Tubulin inhibitor	INHIBITOR	PubMed, DailyMed
Q9H4B7	CHEMBL1206232	FOSBRETABULIN	Tubulin disrupting agent	DISRUPTING AGENT	PubMed
P07437	CHEMBL2103826	DAVUNETIDE	Tubulin stabiliser	STABILISER	PubMed, PubMed
P07437	CHEMBL92	DOCETAXEL	Tubulin inhibitor	INHIBITOR	Wikipedia, FDA
P07437	CHEMBL553025	VINORELBINE	Tubulin inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P07437	CHEMBL2103852	CROLIBULIN	Tubulin inhibitor	INHIBITOR	PubMed
P07437	CHEMBL1201748	CABAZITAXEL	Tubulin inhibitor	INHIBITOR	DailyMed, Wikipedia
P07437	CHEMBL428647	PACLITAXEL	Tubulin inhibitor	INHIBITOR	DailyMed, Wikipedia
P07437	CHEMBL2110725	VINFLUNINE	Tubulin inhibitor	INHIBITOR	PubMed
P07437	CHEMBL159	VINBLASTINE	Tubulin inhibitor	INHIBITOR	DailyMed, Wikipedia
P07437	CHEMBL552212	LEXIBULIN	Tubulin inhibitor	INHIBITOR	PubMed
P07437	CHEMBL2304041	SAGOPILONE	Tubulin stabiliser	STABILISER	PubMed
P07437	CHEMBL1742994	BRENTUXIMAB VEDOTIN	Tubulin inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P07437	CHEMBL90555	VINCRISTINE	Tubulin inhibitor	INHIBITOR	PubMed, DailyMed
P07437	CHEMBL3545132	MIRVETUXIMAB SORAVTANSINE	Tubulin inhibitor	INHIBITOR	PubMed
P07437	CHEMBL1683590	ERIBULIN	Tubulin inhibitor	INHIBITOR	PubMed, DailyMed
P07437	CHEMBL49642	INDIBULIN	Tubulin inhibitor	INHIBITOR	PubMed
P07437	CHEMBL107	COLCHICINE	Tubulin inhibitor	INHIBITOR	PubMed, DailyMed
P07437	CHEMBL3301582	POLATUZUMAB VEDOTIN	Tubulin inhibitor	INHIBITOR	FDA
P07437	CHEMBL1096380	PLINABULIN	Tubulin inhibitor	INHIBITOR	PubMed
P07437	CHEMBL1206232	FOSBRETABULIN	Tubulin inhibitor	INHIBITOR	PubMed, PubMed
P07437	CHEMBL492399	VERUBULIN	Tubulin disrupting agent	DISRUPTING AGENT	PubMed
P07437	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Tubulin inhibitor	INHIBITOR	PubMed, PubMed, PubMed, DailyMed, DailyMed
P07437	CHEMBL2108628	PACLITAXEL POLIGLUMEX	Tubulin stabiliser	STABILISER	PubMed
P07437	CHEMBL1201752	IXABEPILONE	Tubulin inhibitor	INHIBITOR	PubMed, DailyMed
P07437	CHEMBL1206232	FOSBRETABULIN	Tubulin disrupting agent	DISRUPTING AGENT	PubMed
Q6PEY2	CHEMBL2103826	DAVUNETIDE	Tubulin stabiliser	STABILISER	PubMed, PubMed
Q6PEY2	CHEMBL92	DOCETAXEL	Tubulin inhibitor	INHIBITOR	Wikipedia, FDA
Q6PEY2	CHEMBL553025	VINORELBINE	Tubulin inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
Q6PEY2	CHEMBL2103852	CROLIBULIN	Tubulin inhibitor	INHIBITOR	PubMed
